,host_response_rate,host_is_superhost,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_business_travel_ready,cancellation_policy,zvi,Number_of_days_as_host,number_of_amenities,review_period
158,100,t,2,1.0,1.0,1.0,80,0,0,1,30,52,82,84,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1102.0,13,903.0
159,99,f,4,1.0,1.0,3.0,49,0,19,1,15,47,77,154,85.0,9.0,8.0,9.0,9.0,9.0,9.0,f,flexible,1636,1826.0,20,1062.0
160,100,t,3,1.0,1.0,2.0,29,0,15,1,20,26,50,100,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,1086.0,45,1043.0
161,100,t,2,1.0,1.0,1.0,45,100,20,1,0,31,61,82,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1085.0,21,777.0
162,79,f,2,1.0,0.0,1.0,60,0,0,1,0,32,62,88,92.0,10.0,10.0,10.0,10.0,9.0,9.0,f,flexible,1636,1082.0,21,689.0
163,100,f,2,1.0,1.0,1.0,39,0,0,2,19,52,82,354,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,1066.0,36,1025.0
164,100,f,3,1.0,1.0,2.0,50,0,50,2,10,27,57,58,93.0,10.0,9.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1039.0,29,855.0
165,90,f,8,1.0,2.0,3.0,89,0,0,2,15,1,1,100,92.0,10.0,10.0,9.0,9.0,9.0,9.0,f,moderate,1636,2191.0,22,916.0
166,100,t,2,1.5,1.0,1.0,60,500,5,1,0,8,8,121,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,991.0,18,924.0
167,100,t,1,1.0,1.0,1.0,55,100,40,1,0,44,74,33,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1392.0,34,956.0
168,53,f,4,1.0,1.0,2.0,28,0,0,2,10,45,75,39,83.0,9.0,8.0,9.0,9.0,9.0,9.0,f,moderate,1636,985.0,1,924.0
169,75,f,4,1.0,2.0,2.0,125,400,68,1,0,22,52,20,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,1197.0,18,818.0
170,100,f,2,1.0,1.0,1.0,47,0,40,2,25,0,0,7,94.0,10.0,10.0,10.0,10.0,9.0,9.0,f,flexible,1636,1039.0,25,383.0
171,94,f,4,1.0,2.0,2.0,45,200,0,4,50,40,70,130,86.0,9.0,9.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1636,1464.0,35,930.0
172,100,t,6,1.0,2.0,3.0,100,400,50,2,10,34,57,136,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1763.0,28,908.0
173,100,f,4,1.0,1.0,1.0,61,200,25,1,0,0,0,8,95.0,10.0,10.0,10.0,10.0,8.0,9.0,f,flexible,1636,980.0,26,820.0
174,100,t,4,1.0,2.0,2.0,133,500,60,4,0,27,41,132,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,2498.0,28,887.0
175,100,f,2,1.0,1.0,1.0,60,100,20,2,10,35,65,15,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1636,1070.0,19,85.0
176,100,f,6,3.0,3.0,3.0,269,306,119,6,25,33,55,78,98.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1636,991.0,28,757.0
177,100,t,3,1.0,1.0,0.0,70,0,0,2,15,21,32,185,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,957.0,39,847.0
178,85,f,1,1.0,0.0,1.0,50,0,0,1,0,38,68,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1636,1364.0,20,394.0
179,100,t,8,1.5,3.0,5.0,125,199,69,1,5,11,16,168,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,2072.0,45,866.0
180,100,t,2,1.0,1.0,1.0,75,0,20,1,15,14,14,99,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1636,1646.0,29,832.0
181,100,t,2,1.0,0.0,2.0,90,0,30,2,10,20,34,164,97.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1686.0,26,824.0
182,100,f,2,1.0,1.0,1.0,41,0,25,1,15,0,0,30,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1630.0,31,754.0
183,100,t,8,1.0,2.0,2.0,119,0,0,2,9,24,54,152,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,867.0,26,807.0
184,53,f,2,1.0,1.0,2.0,23,0,0,1,10,39,69,34,89.0,9.0,9.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1636,985.0,2,783.0
185,100,t,6,2.0,3.0,3.0,150,95,50,1,0,46,76,75,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,858.0,18,751.0
186,0,t,4,1.0,2.0,2.0,75,0,40,4,30,0,0,2,80.0,8.0,8.0,10.0,9.0,9.0,7.0,f,strict_14_with_grace_period,1636,1335.0,9,434.0
187,0,t,4,1.0,1.0,1.0,90,400,20,1,10,3,33,18,91.0,10.0,8.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,861.0,39,674.0
188,0,f,4,1.0,1.0,1.0,80,0,50,1,0,0,0,10,84.0,9.0,8.0,10.0,10.0,9.0,10.0,f,moderate,1636,1034.0,14,480.0
189,99,f,10,1.0,2.0,2.0,69,0,19,1,19,29,57,203,87.0,9.0,9.0,10.0,9.0,9.0,9.0,f,flexible,1636,1826.0,34,808.0
190,100,f,2,1.0,1.0,1.0,55,0,10,1,0,18,46,237,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1636,1070.0,24,790.0
191,100,f,5,1.0,1.0,2.0,249,100,99,1,0,0,0,7,97.0,9.0,9.0,10.0,10.0,9.0,10.0,f,flexible,1636,1749.0,24,746.0
192,100,f,8,1.5,2.0,5.0,80,0,15,3,10,26,54,244,91.0,10.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1636,1070.0,37,793.0
193,100,f,4,1.0,1.0,2.0,88,100,30,1,18,38,68,79,94.0,10.0,10.0,10.0,9.0,9.0,10.0,f,moderate,1636,846.0,45,749.0
194,100,t,4,1.0,2.0,3.0,110,100,40,2,10,35,49,89,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1686.0,31,546.0
195,100,t,2,1.0,0.0,1.0,67,100,8,2,25,10,38,279,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1406.0,26,778.0
196,100,t,6,1.0,2.0,2.0,350,300,135,5,25,53,83,20,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1636,1584.0,59,700.0
197,0,f,2,1.0,1.0,1.0,99,0,60,1,0,0,0,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1117.0,26,434.0
198,0,f,2,1.0,1.0,1.0,79,0,15,1,0,0,0,13,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1117.0,19,290.0
199,100,t,6,1.0,2.0,3.0,65,0,40,4,0,35,60,78,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1880.0,44,525.0
200,100,t,2,1.0,1.0,1.0,40,0,16,1,17,0,0,54,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1636,1139.0,34,747.0
201,90,f,1,1.0,1.0,1.0,19,100,15,1,0,40,70,55,82.0,9.0,8.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1636,787.0,26,715.0
202,100,t,8,1.0,3.0,5.0,99,100,30,1,20,33,62,153,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,805.0,29,746.0
203,0,t,3,1.0,1.0,2.0,100,250,50,4,99,0,0,52,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,781.0,26,658.0
204,100,f,2,1.0,1.0,1.0,41,0,15,1,30,2,32,7,94.0,9.0,8.0,9.0,10.0,9.0,9.0,f,flexible,1636,1061.0,24,377.0
205,100,t,3,1.0,1.0,2.0,60,0,20,1,15,36,59,109,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1539.0,17,718.0
206,100,t,3,1.0,1.0,1.0,75,0,18,3,10,24,43,41,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,2261.0,28,734.0
207,90,t,2,1.0,0.0,1.0,69,99,25,1,0,0,9,72,98.0,10.0,10.0,10.0,9.0,9.0,10.0,f,flexible,1636,771.0,18,720.0
208,100,f,6,1.0,3.0,3.0,95,99,39,4,29,54,84,45,87.0,9.0,8.0,10.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1636,771.0,22,661.0
209,100,f,4,1.0,2.0,2.0,110,0,30,4,20,42,72,60,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1636,776.0,21,685.0
210,100,t,5,1.0,2.0,2.0,85,0,16,2,25,14,26,81,95.0,9.0,10.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,742.0,25,701.0
211,100,t,2,1.0,0.0,1.0,125,0,0,1,0,22,48,73,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,2251.0,26,672.0
212,94,t,4,1.0,1.0,1.0,80,0,30,2,25,26,56,86,93.0,9.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1636,949.0,25,672.0
213,100,f,4,2.0,2.0,2.0,300,0,250,2,50,28,58,6,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1839.0,39,388.0
214,0,f,2,1.0,1.0,1.0,29,0,5,2,20,0,0,5,96.0,10.0,8.0,10.0,10.0,10.0,10.0,f,flexible,1636,1420.0,20,87.0
215,100,f,7,1.0,3.0,3.0,95,0,60,4,25,0,0,1,100.0,10.0,8.0,10.0,10.0,6.0,10.0,f,moderate,1636,1039.0,24,0.0
216,90,f,4,1.0,1.0,1.0,85,0,0,2,15,1,13,71,94.0,10.0,10.0,10.0,9.0,9.0,10.0,f,moderate,1636,2191.0,22,588.0
217,100,f,1,1.0,1.0,1.0,28,0,0,1,0,42,72,95,93.0,10.0,9.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1209.0,11,601.0
218,93,f,2,1.0,1.0,1.0,35,0,10,1,10,27,57,187,91.0,9.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1636,1126.0,20,616.0
219,100,f,1,1.0,1.0,1.0,28,0,0,1,0,38,68,156,92.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1209.0,11,561.0
220,100,t,2,1.0,1.0,1.0,35,0,19,1,0,0,0,8,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1145.0,19,59.0
221,100,t,6,2.0,3.0,4.0,129,149,59,4,25,59,89,53,93.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,644.0,26,581.0
222,100,t,5,1.0,2.0,3.0,50,250,40,2,10,19,49,57,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1260.0,30,572.0
223,100,f,1,1.0,1.0,1.0,28,0,0,1,0,26,56,121,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1209.0,15,587.0
224,100,f,2,1.0,1.0,1.0,90,0,0,2,0,41,53,35,94.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,657.0,32,526.0
225,100,f,8,1.0,2.0,5.0,85,200,40,4,15,14,33,101,94.0,9.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1636,820.0,24,523.0
226,100,t,3,1.0,1.0,2.0,39,0,19,3,29,13,13,71,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,1145.0,16,549.0
227,100,f,2,1.0,1.0,1.0,65,500,20,1,10,50,80,56,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1636,605.0,34,513.0
228,100,t,4,1.0,1.0,2.0,70,0,22,2,20,18,37,88,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,610.0,31,556.0
229,100,t,5,1.0,2.0,4.0,135,150,39,5,15,22,22,55,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,956.0,41,510.0
230,96,f,5,1.0,2.0,2.0,250,0,50,1,0,34,64,13,93.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1636,596.0,28,549.0
231,96,f,2,1.0,1.0,1.0,75,0,0,1,0,42,72,29,96.0,10.0,10.0,10.0,9.0,10.0,10.0,f,moderate,1636,596.0,29,555.0
232,90,f,1,1.0,1.0,1.0,32,100,15,1,0,50,80,43,87.0,9.0,8.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1636,787.0,23,520.0
233,100,f,4,1.0,1.0,2.0,100,0,25,2,10,26,38,61,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,2855.0,23,533.0
234,96,f,2,1.0,1.0,1.0,75,0,0,1,0,32,62,35,93.0,9.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,596.0,24,530.0
235,100,f,2,1.0,1.0,1.0,55,0,20,1,15,34,64,43,92.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,2634.0,26,524.0
236,99,f,12,2.0,2.0,3.0,59,0,19,1,19,37,67,116,88.0,9.0,9.0,9.0,9.0,9.0,9.0,f,flexible,1636,1826.0,19,538.0
237,0,f,2,2.0,2.0,1.0,25,0,0,1,0,60,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1636,562.0,14,0.0
238,90,t,4,1.0,1.0,2.0,85,0,40,2,20,40,70,20,98.0,10.0,10.0,10.0,10.0,9.0,9.0,f,flexible,1636,1839.0,44,368.0
239,0,f,6,2.0,4.0,4.0,120,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1636,1954.0,18,0.0
240,0,f,4,1.0,1.0,1.0,73,0,0,1,0,0,0,4,93.0,10.0,8.0,10.0,10.0,10.0,9.0,f,flexible,1636,1624.0,17,28.0
241,100,t,1,1.0,1.0,1.0,37,0,15,1,0,22,45,44,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1636,546.0,20,466.0
242,100,f,2,1.0,1.0,1.0,34,0,0,1,0,42,72,118,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1636,2016.0,23,492.0
243,90,t,2,1.0,1.0,1.0,70,150,0,1,15,44,74,24,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1955.0,19,462.0
244,100,t,8,2.0,3.0,3.0,74,100,125,1,25,31,53,59,97.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1636,586.0,27,462.0
245,100,f,2,1.0,1.0,1.0,99,0,0,1,0,0,0,6,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,785.0,9,414.0
246,90,f,5,1.0,2.0,3.0,199,200,49,4,29,54,84,25,90.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,524.0,27,425.0
247,100,f,3,1.0,1.0,1.0,50,0,20,1,10,45,75,32,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,2634.0,21,460.0
248,100,f,2,1.0,1.0,1.0,55,0,0,1,0,0,0,72,92.0,10.0,9.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,845.0,24,472.0
249,90,t,4,1.0,2.0,2.0,130,0,60,4,50,25,55,60,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1558.0,35,413.0
250,100,f,2,1.0,1.0,1.0,60,0,20,2,10,0,0,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,2017.0,29,384.0
251,0,f,2,1.0,1.0,1.0,49,0,15,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1636,1170.0,15,0.0
252,0,f,2,1.0,1.0,1.0,44,100,30,2,30,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,504.0,31,85.0
253,100,f,2,1.0,1.0,1.0,31,0,0,1,0,25,55,115,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1636,2016.0,20,461.0
254,100,t,4,1.0,1.0,3.0,69,0,30,2,10,27,57,139,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,771.0,34,463.0
255,100,f,3,1.0,1.0,1.0,80,0,6,1,35,52,82,8,90.0,9.0,9.0,9.0,8.0,10.0,9.0,f,strict_14_with_grace_period,1636,509.0,22,412.0
256,100,t,2,1.0,1.0,1.0,46,0,15,1,20,26,48,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1636,546.0,23,446.0
257,0,f,3,1.0,1.0,1.0,70,0,20,1,0,0,0,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,2056.0,19,309.0
258,100,f,6,1.0,2.0,4.0,114,150,45,3,15,12,30,60,92.0,9.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1636,820.0,17,439.0
259,100,f,4,1.0,3.0,3.0,80,200,15,4,50,2,3,60,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,490.0,24,417.0
260,100,t,4,1.0,1.0,2.0,90,200,30,2,35,25,55,53,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,490.0,32,428.0
261,100,f,7,1.0,3.0,3.0,142,0,30,1,20,45,75,31,87.0,9.0,9.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1636,488.0,15,414.0
262,100,t,2,1.0,1.0,1.0,105,100,15,1,0,0,0,45,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1223.0,43,421.0
263,100,f,7,1.0,2.0,3.0,112,100,29,1,19,0,0,33,88.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,475.0,63,295.0
264,100,t,2,1.0,1.0,1.0,36,0,25,1,10,25,48,26,95.0,9.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1722.0,30,420.0
265,100,t,1,1.0,1.0,1.0,21,0,15,1,0,54,84,23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1722.0,28,406.0
266,100,t,2,1.0,1.0,1.0,48,0,25,1,10,43,73,14,97.0,10.0,10.0,10.0,10.0,8.0,9.0,f,strict_14_with_grace_period,1636,1722.0,27,398.0
267,100,t,1,1.0,1.0,1.0,21,0,15,1,0,48,78,25,95.0,10.0,10.0,10.0,10.0,8.0,10.0,f,strict_14_with_grace_period,1636,1722.0,31,412.0
268,100,f,4,1.0,1.0,2.0,59,0,19,1,19,0,0,49,91.0,9.0,9.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,475.0,40,356.0
269,100,f,2,1.0,1.0,1.0,28,0,0,1,7,38,68,116,92.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1209.0,11,426.0
270,100,t,4,1.0,2.0,2.0,115,100,80,1,0,37,67,21,97.0,10.0,10.0,10.0,9.0,9.0,9.0,f,moderate,1636,1392.0,44,399.0
271,100,f,5,1.0,0.0,2.0,84,100,29,1,19,57,87,34,91.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,475.0,53,296.0
272,100,f,3,1.0,1.0,2.0,45,0,20,1,15,24,54,37,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,2634.0,25,403.0
273,0,f,4,1.0,2.0,2.0,70,0,5,4,10,0,0,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,flexible,1636,1895.0,18,0.0
274,0,f,2,1.0,1.0,1.0,45,0,5,2,10,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1636,1895.0,17,0.0
275,100,t,1,1.0,1.0,2.0,150,500,100,1,50,56,86,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1636,455.0,27,43.0
276,0,f,4,1.0,2.0,2.0,100,250,50,1,25,0,0,8,91.0,9.0,9.0,10.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1636,449.0,29,209.0
277,100,t,1,1.0,1.0,1.0,25,0,15,1,0,57,87,22,94.0,9.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1722.0,33,384.0
278,100,t,2,1.0,1.0,1.0,49,0,0,1,29,0,0,18,97.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1636,519.0,42,387.0
279,100,t,2,1.0,1.0,1.0,27,0,10,1,10,0,0,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1722.0,26,72.0
280,100,t,1,1.0,1.0,1.0,24,0,10,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,strict_14_with_grace_period,1636,1722.0,30,0.0
281,100,t,3,1.0,1.0,2.0,40,0,25,1,10,29,59,33,97.0,10.0,10.0,10.0,10.0,8.0,10.0,f,strict_14_with_grace_period,1636,1722.0,33,400.0
282,100,t,2,1.0,1.0,1.0,36,0,25,1,10,18,18,17,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1722.0,18,330.0
283,100,t,1,1.0,1.0,1.0,22,0,15,1,0,38,68,28,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1722.0,32,370.0
284,90,f,2,1.0,0.0,1.0,47,0,25,1,15,53,83,35,90.0,9.0,9.0,9.0,10.0,10.0,9.0,f,flexible,1636,470.0,31,388.0
285,0,f,3,1.0,2.0,2.0,80,0,8,1,0,0,0,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1151.0,13,91.0
286,100,f,4,1.0,1.0,2.0,111,800,80,2,50,3,3,5,96.0,10.0,9.0,9.0,10.0,8.0,10.0,f,flexible,1636,895.0,36,302.0
287,100,f,2,1.0,1.0,3.0,42,0,0,1,29,0,0,33,95.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,3186.0,44,363.0
288,100,t,10,2.0,3.0,6.0,108,500,100,2,50,50,80,20,95.0,10.0,10.0,10.0,10.0,9.0,9.0,f,flexible,1636,455.0,22,388.0
289,100,t,5,1.0,2.0,2.0,59,250,65,3,15,9,9,44,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1335.0,27,315.0
290,100,t,4,1.0,2.0,2.0,95,0,80,4,10,26,56,30,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,908.0,39,371.0
291,100,f,2,1.0,1.0,1.0,100,0,50,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,moderate,1636,872.0,32,0.0
292,100,f,3,1.0,1.0,1.0,76,0,22,2,39,52,82,43,98.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1636,596.0,33,380.0
293,100,t,6,1.0,3.0,3.0,140,150,50,4,15,23,47,39,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1085.0,31,323.0
294,80,f,2,1.0,1.0,1.0,90,0,20,1,0,50,80,9,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1636,1682.0,31,344.0
295,100,t,2,1.0,1.0,1.0,49,150,20,1,12,7,7,82,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1260.0,29,342.0
296,100,t,2,1.0,1.0,1.0,44,150,25,1,25,8,20,36,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,1636,1076.0,37,364.0
297,100,t,3,1.0,1.0,2.0,35,0,25,2,10,30,60,46,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1636,1061.0,18,334.0
298,100,t,4,1.0,2.0,4.0,54,0,25,1,10,4,22,37,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1602.0,37,281.0
299,100,f,1,1.0,1.0,1.0,29,0,0,1,0,19,49,63,89.0,10.0,9.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1636,1209.0,13,380.0
300,100,t,1,1.0,1.0,1.0,39,0,25,1,0,22,52,11,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1722.0,31,347.0
301,100,t,2,1.0,1.0,2.0,41,0,25,1,0,34,64,14,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1722.0,30,251.0
302,100,t,1,1.0,1.0,1.0,0,0,15,1,0,3,3,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,1722.0,34,0.0
303,100,t,1,1.0,1.0,1.0,0,0,15,1,0,1,1,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1722.0,28,190.0
304,0,f,2,2.0,2.0,2.0,70,0,0,1,0,0,0,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,1636,1876.0,17,3.0
305,100,t,1,1.0,1.0,1.0,22,0,15,1,0,56,86,17,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1722.0,32,354.0
306,100,t,1,1.0,1.0,1.0,25,0,15,1,0,57,87,16,96.0,9.0,10.0,10.0,10.0,8.0,10.0,f,strict_14_with_grace_period,1636,1722.0,18,155.0
307,100,f,4,1.5,2.0,2.0,0,0,0,2,20,0,0,28,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1349.0,31,294.0
308,100,t,6,1.0,2.0,3.0,119,250,59,3,25,33,60,48,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,2393.0,34,355.0
309,0,t,1,1.0,1.0,1.0,40,0,15,1,10,0,0,11,98.0,10.0,10.0,10.0,10.0,9.0,9.0,f,flexible,1636,404.0,33,64.0
310,100,f,4,1.0,2.0,2.0,200,0,0,1,0,3,3,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1636,645.0,5,0.0
311,100,f,2,1.0,1.0,1.0,45,0,0,1,0,45,63,43,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1636,932.0,21,364.0
312,100,t,5,1.0,2.0,2.0,99,100,50,4,15,20,33,50,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,2173.0,45,350.0
313,100,t,10,1.5,4.0,5.0,118,150,95,4,15,14,40,23,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,2294.0,42,133.0
314,100,f,1,1.0,1.0,1.0,28,0,0,1,0,40,70,60,92.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1209.0,12,367.0
